"id","name","year","suicides.t","suicid12","suicid18","ppl12","ppl18","totalppl"
"042217206000","Powiat kościerski","2019",14,0,1,11953,5048,72688
"042217206000","Powiat kościerski","2020",14,0,1,12158,5177,72361
"042217206000","Powiat kościerski","2021",50,1,6,11969,5309,72256
"042217206000","Powiat kościerski","2022",69,0,18,11687,5478,72227
"042815402000","Powiat braniewski","2018",23,0,3,5187,2326,41391
"042815402000","Powiat braniewski","2019",24,0,4,5185,2206,41034
"042815402000","Powiat braniewski","2020",18,0,3,5057,2246,38686
"042815402000","Powiat braniewski","2021",18,0,2,4894,2236,38234
"042815402000","Powiat braniewski","2022",17,0,2,4681,2294,37851
"042815403000","Powiat działdowski","2018",22,0,5,9256,4155,65442
"042815403000","Powiat działdowski","2019",30,0,3,9106,4183,65139
"042815403000","Powiat działdowski","2020",23,0,3,8951,4150,62861
"042815403000","Powiat działdowski","2021",17,0,3,8680,4199,62296
"042815403000","Powiat działdowski","2022",24,0,2,8327,4417,61917
"042815404000","Powiat elbląski","2018",150,0,12,7798,3764,57549
"042815404000","Powiat elbląski","2019",126,1,5,7694,3694,57211
"042815404000","Powiat elbląski","2020",132,0,9,7619,3725,55425
"042815404000","Powiat elbląski","2021",130,1,12,7384,3784,54968
"042815404000","Powiat elbląski","2022",130,1,18,7050,3817,54615
"042815407000","Powiat iławski","2018",52,0,1,13561,5975,93020
"042815407000","Powiat iławski","2019",46,0,2,13464,5940,92879
"042815407000","Powiat iławski","2020",43,0,2,13437,6008,91087
"042815407000","Powiat iławski","2021",46,1,1,13079,6209,90562
"042815407000","Powiat iławski","2022",54,0,6,12667,6367,90218
"042815412000","Powiat nowomiejski","2018",7,0,1,6698,2908,43997
"042815412000","Powiat nowomiejski","2019",15,0,0,6640,2849,43822
"042815412000","Powiat nowomiejski","2020",16,1,0,6737,2886,42816
"042815412000","Powiat nowomiejski","2021",20,0,3,6531,2968,42473
"042815412000","Powiat nowomiejski","2022",22,0,3,6292,3009,42209
"042815415000","Powiat ostródzki","2018",34,0,2,14453,6338,104780
"042815415000","Powiat ostródzki","2019",44,0,3,14241,6251,104151
"042815415000","Powiat ostródzki","2020",22,0,1,13870,6367,101397
"042815415000","Powiat ostródzki","2021",27,1,2,13442,6586,100597
"042815415000","Powiat ostródzki","2022",33,0,3,12919,6758,99744
"042815461000","Powiat m. Elbląg","2018",150,0,12,14184,6771,120142
"042815461000","Powiat m. Elbląg","2019",126,1,5,13916,6802,119317
"042815461000","Powiat m. Elbląg","2020",132,0,9,13707,6185,115575
"042815461000","Powiat m. Elbląg","2021",130,1,12,13266,6489,114401
"042815461000","Powiat m. Elbląg","2022",130,1,18,12791,6813,113567
"042815505000","Powiat ełcki","2018",36,0,1,12903,6091,91359
"042815505000","Powiat ełcki","2019",52,0,10,12904,6157,91560
"042815505000","Powiat ełcki","2020",50,0,4,12601,5693,89158
"042815505000","Powiat ełcki","2021",53,0,11,12334,5922,88771
"042815505000","Powiat ełcki","2022",65,0,14,11926,6244,88621
"042815506000","Powiat giżycki","2018",19,0,1,7209,3301,56754
"042815506000","Powiat giżycki","2019",29,0,3,7115,3371,56565
"042815506000","Powiat giżycki","2020",42,0,4,7008,3245,54961
"042815506000","Powiat giżycki","2021",32,1,3,6792,3330,54409
"042815506000","Powiat giżycki","2022",31,0,2,6522,3511,54016
"042815513000","Powiat olecki","2018",21,0,1,4821,2151,34433
"042815513000","Powiat olecki","2019",15,0,0,4738,2138,34148
"042815513000","Powiat olecki","2020",24,0,0,4596,2158,32851
"042815513000","Powiat olecki","2021",19,1,2,4408,2144,32479
"042815513000","Powiat olecki","2022",37,0,7,4323,2117,32222
"042815516000","Powiat piski","2018",14,0,0,7399,3589,56570
"042815516000","Powiat piski","2019",16,0,0,7281,3594,56135
"042815516000","Powiat piski","2020",10,0,0,7052,3470,53531
"042815516000","Powiat piski","2021",8,0,0,6824,3520,52946
"042815516000","Powiat piski","2022",10,0,0,6554,3629,52537
"042815518000","Powiat gołdapski","2018",13,0,2,3853,1542,26908
"042815518000","Powiat gołdapski","2019",24,0,2,3778,1522,26689
"042815518000","Powiat gołdapski","2020",26,0,3,3717,1673,25583
"042815518000","Powiat gołdapski","2021",36,0,4,3563,1734,25408
"042815518000","Powiat gołdapski","2022",29,0,5,3420,1729,25147
"042815519000","Powiat węgorzewski","2018",8,0,1,2769,1256,22873
"042815519000","Powiat węgorzewski","2019",18,0,2,2744,1214,22638
"042815519000","Powiat węgorzewski","2020",14,0,1,2672,1200,21473
"042815519000","Powiat węgorzewski","2021",14,0,1,2612,1193,21260
"042815519000","Powiat węgorzewski","2022",12,1,0,2477,1252,21062
"042815601000","Powiat bartoszycki","2018",13,0,0,7353,3276,57916
"042815601000","Powiat bartoszycki","2019",12,1,0,7165,3240,57231
"042815601000","Powiat bartoszycki","2020",15,0,1,6915,3290,54582
"042815601000","Powiat bartoszycki","2021",6,1,0,6642,3301,53830
"042815601000","Powiat bartoszycki","2022",11,0,0,6343,3308,53220
"042815608000","Powiat kętrzyński","2018",27,0,1,7667,3692,62924
"042815608000","Powiat kętrzyński","2019",26,0,3,7495,3663,62283
"042815608000","Powiat kętrzyński","2020",28,0,1,7340,3496,59331
"042815608000","Powiat kętrzyński","2021",37,0,3,7044,3656,58566
"042815608000","Powiat kętrzyński","2022",28,0,2,6693,3762,57792
"042815609000","Powiat lidzbarski","2018",18,0,1,5375,2356,41512
"042815609000","Powiat lidzbarski","2019",22,0,0,5282,2349,41180
"042815609000","Powiat lidzbarski","2020",16,0,1,5113,2314,39328
"042815609000","Powiat lidzbarski","2021",18,0,1,4932,2364,38923
"042815609000","Powiat lidzbarski","2022",20,0,4,4742,2404,38539
"042815610000","Powiat mrągowski","2018",15,0,0,6457,2943,50080
"042815610000","Powiat mrągowski","2019",25,0,1,6367,2912,49762
"042815610000","Powiat mrągowski","2020",16,0,2,6205,3045,48860
"042815610000","Powiat mrągowski","2021",16,0,2,5992,3034,48324
"042815610000","Powiat mrągowski","2022",21,0,3,5732,3041,47861
"042815611000","Powiat nidzicki","2018",9,0,0,4404,2144,33068
"042815611000","Powiat nidzicki","2019",14,0,1,4287,2145,32857
"042815611000","Powiat nidzicki","2020",14,0,0,4125,2081,31232
"042815611000","Powiat nidzicki","2021",25,0,1,3980,2097,30907
"042815611000","Powiat nidzicki","2022",13,1,3,3803,2164,30666
"042815614000","Powiat olsztyński","2018",52,1,2,17558,7704,126018
"042815614000","Powiat olsztyński","2019",49,0,1,17393,7790,126781
"042815614000","Powiat olsztyński","2020",41,0,2,19037,8195,128530
"042815614000","Powiat olsztyński","2021",57,0,2,18708,8535,128935
"042815614000","Powiat olsztyński","2022",55,2,3,18247,8993,129555
"042815617000","Powiat szczycieński","2018",13,0,1,9418,4243,69885
"042815617000","Powiat szczycieński","2019",24,0,0,9315,4125,69376
"042815617000","Powiat szczycieński","2020",16,0,1,9245,4406,67649
"042815617000","Powiat szczycieński","2021",6,0,0,9012,4380,67159
"042815617000","Powiat szczycieński","2022",12,0,1,8680,4423,66859
"042815662000","Powiat m. Olsztyn","2018",52,1,2,22504,9274,172362
"042815662000","Powiat m. Olsztyn","2019",49,0,1,22513,9453,171979
"042815662000","Powiat m. Olsztyn","2020",41,0,2,21778,8490,170706
"042815662000","Powiat m. Olsztyn","2021",57,0,2,21194,8880,169251
"042815662000","Powiat m. Olsztyn","2022",55,2,3,20518,9491,168212
"051011506000","Powiat łódzki wschodni","2018",26,0,1,9892,4278,71705
"051011506000","Powiat łódzki wschodni","2019",25,0,2,9896,4386,72179
"051011506000","Powiat łódzki wschodni","2020",11,0,3,10505,4651,73688
"051011506000","Powiat łódzki wschodni","2021",43,0,8,10405,4875,73991
"051011506000","Powiat łódzki wschodni","2022",38,1,3,10210,5161,74361
"051011508000","Powiat pabianicki","2018",32,0,3,14781,6016,119289
"051011508000","Powiat pabianicki","2019",21,0,1,14770,6116,119291
"051011508000","Powiat pabianicki","2020",17,0,2,15257,6355,120073
"051011508000","Powiat pabianicki","2021",17,0,0,15089,6712,119751
"051011508000","Powiat pabianicki","2022",28,0,1,14776,7061,119316
"051011520000","Powiat zgierski","2018",71,0,7,21338,9127,165916
"051011520000","Powiat zgierski","2019",86,0,8,21293,9285,166113
"051011520000","Powiat zgierski","2020",65,0,1,22100,9492,167737
"051011520000","Powiat zgierski","2021",73,0,8,21786,9812,167019
"051011520000","Powiat zgierski","2022",86,0,15,21142,10369,166537
"051011521000","Powiat brzeziński","2018",3,0,1,4023,1717,30890
"051011521000","Powiat brzeziński","2019",6,0,0,4054,1710,30833
"051011521000","Powiat brzeziński","2020",8,0,1,4121,1768,30457
"051011521000","Powiat brzeziński","2021",10,0,0,4073,1846,30374
"051011521000","Powiat brzeziński","2022",6,0,0,3977,1882,30246
"051011661000","Powiat m. Łódź","2018",512,1,34,76710,30497,685285
"051011661000","Powiat m. Łódź","2019",573,3,49,76662,30909,679941
"051011661000","Powiat m. Łódź","2020",620,3,32,73343,29173,673003
"051011661000","Powiat m. Łódź","2021",641,7,58,72321,30314,664860
"051011661000","Powiat m. Łódź","2022",618,7,107,70921,31756,658444
"051011701000","Powiat bełchatowski","2018",73,1,4,15877,6220,112997
"051011701000","Powiat bełchatowski","2019",51,0,7,15842,6251,112779
"051011701000","Powiat bełchatowski","2020",55,0,11,15805,6362,110229
"051011701000","Powiat bełchatowski","2021",50,1,4,15507,6664,109588
"051011701000","Powiat bełchatowski","2022",65,2,9,14978,7042,109035
"051011707000","Powiat opoczyński","2018",19,0,0,10689,4859,76623
"051011707000","Powiat opoczyński","2019",13,0,0,10564,4730,76106
"051011707000","Powiat opoczyński","2020",13,0,1,10439,4821,73604
"051011707000","Powiat opoczyński","2021",16,0,0,10057,5036,72960
"051011707000","Powiat opoczyński","2022",20,0,1,9672,5125,72310
"051011710000","Powiat piotrkowski","2018",100,0,5,12747,5937,91315
"051011710000","Powiat piotrkowski","2019",93,0,8,12713,5971,91353
"051011710000","Powiat piotrkowski","2020",105,0,11,13093,6227,91036
"051011710000","Powiat piotrkowski","2021",97,0,6,12796,6363,90571
"051011710000","Powiat piotrkowski","2022",124,0,22,12484,6545,90519
"051011712000","Powiat radomszczański","2018",56,0,3,13797,6541,113315
"051011712000","Powiat radomszczański","2019",50,0,4,13577,6456,112644
"051011712000","Powiat radomszczański","2020",44,1,1,13617,6423,109713
"051011712000","Powiat radomszczański","2021",39,1,0,13244,6544,108615
"051011712000","Powiat radomszczański","2022",43,0,0,12776,6676,107575
"051011716000","Powiat tomaszowski","2018",59,0,3,15415,6715,117259
"051011716000","Powiat tomaszowski","2019",33,0,2,15191,6725,116519
"051011716000","Powiat tomaszowski","2020",36,0,3,15156,6849,113407
"051011716000","Powiat tomaszowski","2021",60,0,2,14692,7016,112303
"051011716000","Powiat tomaszowski","2022",47,2,4,14174,7270,111439
"051011762000","Powiat m. Piotrków Trybunalski","2018",100,0,5,9456,4093,73670
"051011762000","Powiat m. Piotrków Trybunalski","2019",93,0,8,9234,4133,73090
"051011762000","Powiat m. Piotrków Trybunalski","2020",105,0,11,8493,3916,69274
"051011762000","Powiat m. Piotrków Trybunalski","2021",97,0,6,8226,3980,68270
"051011762000","Powiat m. Piotrków Trybunalski","2022",124,0,22,7808,4167,67264
"051011803000","Powiat łaski","2018",18,0,1,6268,2722,50103
"051011803000","Powiat łaski","2019",20,0,0,6217,2719,49918
"051011803000","Powiat łaski","2020",18,0,2,6377,2814,49355
"051011803000","Powiat łaski","2021",19,0,1,6272,2929,49159
"051011803000","Powiat łaski","2022",32,0,2,6173,2997,48992
"051011809000","Powiat pajęczański","2018",8,0,0,6412,2897,51597
"051011809000","Powiat pajęczański","2019",9,0,0,6286,2879,51220
"051011809000","Powiat pajęczański","2020",8,0,0,6508,3036,49834
"051011809000","Powiat pajęczański","2021",12,1,0,6397,3028,49349
"051011809000","Powiat pajęczański","2022",16,0,1,6259,3033,49064
"051011811000","Powiat poddębicki","2018",22,1,0,5189,2186,41205
"051011811000","Powiat poddębicki","2019",12,0,1,5221,2186,41108
"051011811000","Powiat poddębicki","2020",14,0,1,5240,2269,40040
"051011811000","Powiat poddębicki","2021",20,0,1,5153,2316,39746
"051011811000","Powiat poddębicki","2022",26,0,3,5061,2353,39621
"051011814000","Powiat sieradzki","2018",46,0,3,15350,6806,118240
"051011814000","Powiat sieradzki","2019",64,0,4,15240,6669,117674
"051011814000","Powiat sieradzki","2020",56,1,3,15137,6784,114150
"051011814000","Powiat sieradzki","2021",62,1,6,14839,6891,113195
"051011814000","Powiat sieradzki","2022",55,1,7,14436,7071,112350
"051011817000","Powiat wieluński","2018",31,0,4,9885,4669,76699
"051011817000","Powiat wieluński","2019",51,0,3,9749,4568,76256
"051011817000","Powiat wieluński","2020",29,1,1,9785,4525,74207
"051011817000","Powiat wieluński","2021",31,0,2,9579,4620,73659
"051011817000","Powiat wieluński","2022",52,0,6,9158,4803,73140
"051011818000","Powiat wieruszowski","2018",12,0,0,5730,2626,42213
"051011818000","Powiat wieruszowski","2019",15,0,0,5678,2587,42105
"051011818000","Powiat wieruszowski","2020",16,0,0,5813,2618,41895
"051011818000","Powiat wieruszowski","2021",14,0,0,5722,2658,41671
"051011818000","Powiat wieruszowski","2022",23,0,3,5587,2735,41583
"051011819000","Powiat zduńskowolski","2018",14,0,1,8724,3922,66766
"051011819000","Powiat zduńskowolski","2019",13,0,0,8588,3925,66380
"051011819000","Powiat zduńskowolski","2020",14,0,0,8598,3895,64709
"051011819000","Powiat zduńskowolski","2021",18,0,0,8347,4002,64213
"051011819000","Powiat zduńskowolski","2022",11,0,2,8096,4107,63742
"051011902000","Powiat kutnowski","2018",50,0,5,11366,4894,97295
"051011902000","Powiat kutnowski","2019",45,0,1,11257,4901,96569
"051011902000","Powiat kutnowski","2020",28,0,1,11039,4922,93670
"051011902000","Powiat kutnowski","2021",39,0,3,10855,5113,92544
"051011902000","Powiat kutnowski","2022",20,0,0,10508,5291,91563
"051011904000","Powiat łęczycki","2018",20,0,2,6166,2675,50143
"051011904000","Powiat łęczycki","2019",20,0,0,6056,2686,49747
"051011904000","Powiat łęczycki","2020",16,0,0,5922,2758,48000
"051011904000","Powiat łęczycki","2021",27,0,0,5815,2765,47438
"051011904000","Powiat łęczycki","2022",36,0,1,5684,2818,47002
"051011905000","Powiat łowicki","2018",31,0,2,10134,4595,78616
"051011905000","Powiat łowicki","2019",20,0,0,9974,4567,78099
"051011905000","Powiat łowicki","2020",27,0,4,9930,4451,75887
"051011905000","Powiat łowicki","2021",22,0,2,9766,4601,75109
"051011905000","Powiat łowicki","2022",21,0,2,9490,4789,74606
"051011913000","Powiat rawski","2018",6,0,0,6700,2872,48808
"051011913000","Powiat rawski","2019",5,0,0,6627,2910,48592
"051011913000","Powiat rawski","2020",9,0,0,6586,2931,47178
"051011913000","Powiat rawski","2021",7,0,1,6434,2952,46749
"051011913000","Powiat rawski","2022",4,0,1,6292,3003,46415
"051011915000","Powiat skierniewicki","2018",31,0,3,5413,2366,38195
"051011915000","Powiat skierniewicki","2019",27,0,7,5381,2378,38174
"051011915000","Powiat skierniewicki","2020",53,0,4,5691,2432,38122
"051011915000","Powiat skierniewicki","2021",34,0,7,5586,2524,37879
"051011915000","Powiat skierniewicki","2022",55,0,8,5464,2609,37799
"051011963000","Powiat m. Skierniewice","2018",31,0,3,6797,2556,48178
"051011963000","Powiat m. Skierniewice","2019",27,0,7,6796,2603,48089
"051011963000","Powiat m. Skierniewice","2020",53,0,4,6333,2613,46548
"051011963000","Powiat m. Skierniewice","2021",34,0,7,5969,2708,45933
"051011963000","Powiat m. Skierniewice","2022",55,0,8,5751,2790,45560
"052615204000","Powiat kielecki","2018",193,1,20,29035,13378,210694
"052615204000","Powiat kielecki","2019",218,0,23,29206,13240,211259
"052615204000","Powiat kielecki","2020",229,0,22,30913,13567,211897
"052615204000","Powiat kielecki","2021",214,2,29,30507,13967,211639
"052615204000","Powiat kielecki","2022",245,3,47,29891,14507,211774
"052615205000","Powiat konecki","2018",24,0,3,9140,4476,80648
"052615205000","Powiat konecki","2019",15,0,1,8936,4387,79858
"052615205000","Powiat konecki","2020",25,0,0,8691,4337,76423
"052615205000","Powiat konecki","2021",25,0,3,8357,4436,75396
"052615205000","Powiat konecki","2022",20,0,2,8028,4513,74558
"052615207000","Powiat ostrowiecki","2018",36,0,0,11646,5987,110127
"052615207000","Powiat ostrowiecki","2019",39,0,3,11353,5881,108964
"052615207000","Powiat ostrowiecki","2020",45,0,2,11185,5580,104024
"052615207000","Powiat ostrowiecki","2021",60,0,3,10778,5771,102552
"052615207000","Powiat ostrowiecki","2022",26,0,1,10236,6045,101311
"052615210000","Powiat skarżyski","2018",32,0,1,7910,3705,74817
"052615210000","Powiat skarżyski","2019",35,0,6,7857,3569,73991
"052615210000","Powiat skarżyski","2020",18,0,1,7645,3543,71276
"052615210000","Powiat skarżyski","2021",22,0,0,7371,3607,70076
"052615210000","Powiat skarżyski","2022",16,0,3,6988,3754,69087
"052615211000","Powiat starachowicki","2018",46,0,5,10418,4879,90377
"052615211000","Powiat starachowicki","2019",44,0,7,10210,4856,89576
"052615211000","Powiat starachowicki","2020",63,0,3,10101,4745,86496
"052615211000","Powiat starachowicki","2021",60,0,9,9836,4830,85424
"052615211000","Powiat starachowicki","2022",69,0,9,9465,4987,84514
"052615261000","Powiat m. Kielce","2018",193,1,20,23456,9142,195774
"052615261000","Powiat m. Kielce","2019",218,0,23,23449,9152,194852
"052615261000","Powiat m. Kielce","2020",229,0,22,22576,8770,187427
"052615261000","Powiat m. Kielce","2021",214,2,29,22061,9056,185478
"052615261000","Powiat m. Kielce","2022",245,3,47,21427,9437,183885
"052615301000","Powiat buski","2018",22,0,1,8331,4070,72058
"052615301000","Powiat buski","2019",30,0,1,8284,4014,71596
"052615301000","Powiat buski","2020",35,0,2,8366,3932,69752
"052615301000","Powiat buski","2021",25,0,2,8084,3989,68910
"052615301000","Powiat buski","2022",25,0,4,7773,4097,68470
"052615302000","Powiat jędrzejowski","2018",28,0,3,11090,5041,86076
"052615302000","Powiat jędrzejowski","2019",16,0,0,10872,5014,85379
"052615302000","Powiat jędrzejowski","2020",27,0,3,10969,5079,83369
"052615302000","Powiat jędrzejowski","2021",31,1,3,10566,5166,82500
"052615302000","Powiat jędrzejowski","2022",27,0,8,10223,5304,81786
"052615303000","Powiat kazimierski","2018",11,0,1,3569,1781,33851
"052615303000","Powiat kazimierski","2019",13,0,1,3537,1700,33619
"052615303000","Powiat kazimierski","2020",8,0,0,3609,1813,32616
"052615303000","Powiat kazimierski","2021",9,0,0,3528,1815,32281
"052615303000","Powiat kazimierski","2022",13,0,0,3440,1792,31966
"052615306000","Powiat opatowski","2018",21,1,0,6036,3141,52577
"052615306000","Powiat opatowski","2019",23,0,1,5907,3118,52089
"052615306000","Powiat opatowski","2020",18,0,0,5889,2971,50148
"052615306000","Powiat opatowski","2021",13,0,1,5693,3013,49470
"052615306000","Powiat opatowski","2022",8,0,1,5429,2999,48894
"052615308000","Powiat pińczowski","2018",20,0,4,4389,2138,39271
"052615308000","Powiat pińczowski","2019",12,0,0,4355,2092,38926
"052615308000","Powiat pińczowski","2020",13,0,1,4492,2088,37821
"052615308000","Powiat pińczowski","2021",8,0,1,4380,2092,37372
"052615308000","Powiat pińczowski","2022",12,0,0,4271,2099,37011
"052615309000","Powiat sandomierski","2018",34,0,4,8810,4561,77773
"052615309000","Powiat sandomierski","2019",25,1,1,8686,4338,77017
"052615309000","Powiat sandomierski","2020",16,0,1,8629,4294,74270
"052615309000","Powiat sandomierski","2021",28,0,1,8356,4403,73420
"052615309000","Powiat sandomierski","2022",16,0,1,7975,4395,72616
"052615312000","Powiat staszowski","2018",32,0,0,8991,4228,72167
"052615312000","Powiat staszowski","2019",26,0,1,9026,4061,71776
"052615312000","Powiat staszowski","2020",23,0,0,9075,4118,70079
"052615312000","Powiat staszowski","2021",13,0,1,8826,4163,69515
"052615312000","Powiat staszowski","2022",20,0,4,8498,4268,69001
"052615313000","Powiat włoszczowski","2018",18,0,0,5646,2786,45336
"052615313000","Powiat włoszczowski","2019",16,0,0,5542,2736,45059
"052615313000","Powiat włoszczowski","2020",13,0,1,5618,2764,43986
"052615313000","Powiat włoszczowski","2021",20,0,2,5474,2785,43660
"052615313000","Powiat włoszczowski","2022",18,0,4,5308,2776,43291
"060610901000","Powiat bialski","2018",47,0,6,15222,7220,111391
"060610901000","Powiat bialski","2019",44,0,3,15029,7039,110772
"060610901000","Powiat bialski","2020",57,0,4,15128,7137,107031
"060610901000","Powiat bialski","2021",48,0,5,14780,7228,106194
"060610901000","Powiat bialski","2022",69,0,18,14318,7407,105530
"060610913000","Powiat parczewski","2018",7,0,0,4527,2045,34954
"060610913000","Powiat parczewski","2019",9,0,1,4479,2041,34711
"060610913000","Powiat parczewski","2020",3,0,1,4369,2043,33491
"060610913000","Powiat parczewski","2021",13,0,1,4240,2014,32934
"060610913000","Powiat parczewski","2022",17,0,3,4098,2025,32608
"060610915000","Powiat radzyński","2018",15,0,1,8081,3940,59278
"060610915000","Powiat radzyński","2019",10,0,0,7998,3838,58858
"060610915000","Powiat radzyński","2020",19,0,0,7904,3871,56597
"060610915000","Powiat radzyński","2021",16,0,3,7750,3850,55896
"060610915000","Powiat radzyński","2022",17,0,6,7458,3861,55493
"060610919000","Powiat włodawski","2018",6,0,1,4968,2223,38668
"060610919000","Powiat włodawski","2019",12,0,1,4899,2174,38353
"060610919000","Powiat włodawski","2020",10,0,0,4725,2168,36662
"060610919000","Powiat włodawski","2021",14,0,1,4541,2225,36169
"060610919000","Powiat włodawski","2022",18,0,1,4381,2263,35802
"060610961000","Powiat m. Biała Podlaska","2018",47,0,6,7657,3254,57352
"060610961000","Powiat m. Biała Podlaska","2019",44,0,3,7592,3305,57170
"060610961000","Powiat m. Biała Podlaska","2020",57,0,4,7565,3067,55532
"060610961000","Powiat m. Biała Podlaska","2021",48,0,5,7391,3219,55100
"060610961000","Powiat m. Biała Podlaska","2022",69,0,18,7209,3378,54768
"060611002000","Powiat biłgorajski","2018",30,0,3,12747,6379,101435
"060611002000","Powiat biłgorajski","2019",25,0,2,12540,6232,100919
"060611002000","Powiat biłgorajski","2020",31,0,3,12866,6172,98832
"060611002000","Powiat biłgorajski","2021",25,0,1,12437,6303,97771
"060611002000","Powiat biłgorajski","2022",31,0,3,11982,6396,97055
"060611003000","Powiat chełmski","2018",32,1,2,10140,4768,78228
"060611003000","Powiat chełmski","2019",38,1,4,10010,4731,78014
"060611003000","Powiat chełmski","2020",28,0,2,10106,4675,75463
"060611003000","Powiat chełmski","2021",33,0,2,9788,4806,74857
"060611003000","Powiat chełmski","2022",32,0,5,9422,4979,74358
"060611004000","Powiat hrubieszowski","2018",24,0,0,7227,3578,63698
"060611004000","Powiat hrubieszowski","2019",17,0,0,7029,3439,62847
"060611004000","Powiat hrubieszowski","2020",24,0,1,6855,3444,59651
"060611004000","Powiat hrubieszowski","2021",13,0,0,6574,3449,58627
"060611004000","Powiat hrubieszowski","2022",18,0,3,6186,3490,57594
"060611006000","Powiat krasnostawski","2018",18,0,1,7062,3501,63925
"060611006000","Powiat krasnostawski","2019",22,0,0,6894,3459,63258
"060611006000","Powiat krasnostawski","2020",17,0,2,6865,3469,61228
"060611006000","Powiat krasnostawski","2021",25,0,2,6678,3498,60269
"060611006000","Powiat krasnostawski","2022",29,1,2,6487,3522,59754
"060611018000","Powiat tomaszowski","2018",27,0,0,9849,4877,83715
"060611018000","Powiat tomaszowski","2019",48,0,7,9620,4771,82762
"060611018000","Powiat tomaszowski","2020",18,0,1,9761,4728,79909
"060611018000","Powiat tomaszowski","2021",25,0,2,9376,4797,78805
"060611018000","Powiat tomaszowski","2022",47,1,7,8991,4786,77963
"060611020000","Powiat zamojski","2018",39,0,5,12608,6634,106935
"060611020000","Powiat zamojski","2019",72,0,14,12379,6497,106122
"060611020000","Powiat zamojski","2020",70,0,11,12900,6470,103183
"060611020000","Powiat zamojski","2021",93,2,6,12548,6522,102181
"060611020000","Powiat zamojski","2022",114,1,16,12099,6623,101388
"060611062000","Powiat m. Chełm","2018",32,1,2,6959,3229,62670
"060611062000","Powiat m. Chełm","2019",38,1,4,6829,3188,61932
"060611062000","Powiat m. Chełm","2020",28,0,2,6795,3053,59711
"060611062000","Powiat m. Chełm","2021",33,0,2,6500,3192,58805
"060611062000","Powiat m. Chełm","2022",32,0,5,6168,3332,57933
"060611064000","Powiat m. Zamość","2018",39,0,5,7448,3670,63813
"060611064000","Powiat m. Zamość","2019",72,0,14,7420,3632,63437
"060611064000","Powiat m. Zamość","2020",70,0,11,7161,3169,60375
"060611064000","Powiat m. Zamość","2021",93,2,6,6971,3448,59603
"060611064000","Powiat m. Zamość","2022",114,1,16,6680,3676,58942
"060611108000","Powiat lubartowski","2018",27,0,1,11959,5443,88789
"060611108000","Powiat lubartowski","2019",22,0,3,11720,5421,88352
"060611108000","Powiat lubartowski","2020",25,0,3,11539,5541,85950
"060611108000","Powiat lubartowski","2021",32,0,1,11229,5642,85146
"060611108000","Powiat lubartowski","2022",31,0,5,10881,5648,84578
"060611109000","Powiat lubelski","2018",114,2,8,22111,10090,154387
"060611109000","Powiat lubelski","2019",122,0,10,22052,10225,155566
"060611109000","Powiat lubelski","2020",112,1,6,24815,10964,161433
"060611109000","Powiat lubelski","2021",153,2,13,24449,11503,162129
"060611109000","Powiat lubelski","2022",154,1,23,24067,11941,163209
"060611110000","Powiat łęczyński","2018",12,0,0,8258,3514,57457
"060611110000","Powiat łęczyński","2019",24,0,0,8267,3429,57331
"060611110000","Powiat łęczyński","2020",26,0,5,8601,3500,56442
"060611110000","Powiat łęczyński","2021",31,0,7,8476,3562,56162
"060611110000","Powiat łęczyński","2022",40,0,7,8207,3627,55926
"060611117000","Powiat świdnicki","2018",19,0,0,9047,4038,72039
"060611117000","Powiat świdnicki","2019",19,0,2,8977,4070,71840
"060611117000","Powiat świdnicki","2020",29,0,5,9170,4078,70777
"060611117000","Powiat świdnicki","2021",19,0,2,8910,4210,70125
"060611117000","Powiat świdnicki","2022",35,0,7,8609,4273,69586
"060611163000","Powiat m. Lublin","2018",114,2,8,43633,16853,339682
"060611163000","Powiat m. Lublin","2019",122,0,10,44072,17184,339784
"060611163000","Powiat m. Lublin","2020",112,1,6,42618,16373,335114
"060611163000","Powiat m. Lublin","2021",153,2,13,42226,16879,332852
"060611163000","Powiat m. Lublin","2022",154,1,23,41556,17595,331243
"060611205000","Powiat janowski","2018",16,0,1,5601,2920,46057
"060611205000","Powiat janowski","2019",16,0,2,5503,2831,45709
"060611205000","Powiat janowski","2020",19,0,1,5552,2835,44159
"060611205000","Powiat janowski","2021",27,0,5,5381,2904,43638
"060611205000","Powiat janowski","2022",6,0,2,5192,2893,43188
"060611207000","Powiat kraśnicki","2018",52,0,0,11291,5670,96043
"060611207000","Powiat kraśnicki","2019",45,0,4,11094,5522,95348
"060611207000","Powiat kraśnicki","2020",25,0,1,11275,5544,92147
"060611207000","Powiat kraśnicki","2021",36,1,7,10899,5508,91004
"060611207000","Powiat kraśnicki","2022",23,0,1,10422,5590,90085
"060611211000","Powiat łukowski","2018",28,0,6,16201,7296,107449
"060611211000","Powiat łukowski","2019",32,0,2,16136,6997,106816
"060611211000","Powiat łukowski","2020",48,0,2,15990,7110,102781
"060611211000","Powiat łukowski","2021",36,0,2,15744,7224,102121
"060611211000","Powiat łukowski","2022",31,0,3,15376,7280,101536
"060611212000","Powiat opolski","2018",22,0,0,7593,3176,59726
"060611212000","Powiat opolski","2019",27,0,1,7431,3148,59208
"060611212000","Powiat opolski","2020",17,0,2,7414,3576,57375
"060611212000","Powiat opolski","2021",26,0,0,7208,3582,56726
